ID,Review Date,Location,Hotel/Restaurant name,Review
rn246823407,"Reviewed January 1, 2015 ", Patong,WAI thai,"Third year in a row when we visited Patong and also Wait Thai. In fact this year we even chose our hotel based on a convenient location to Wai Thai since we knew that we would eat there almost every day. The food, prices and...More"
rn246460051,"Reviewed December 29, 2014 ", Patong,WAI thai,"We had takeaway on the beach yesterday and today we ate in the restaurant. We enjoyed pad Thai with prawn, spicy papaya salad, beef with pepper and garlic and an omelette with chicken. Every dish was delicious and very reasonably priced. We also had free...More"
rn244491472,"Reviewed December 14, 2014 ", Patong,WAI thai,"This place ISN'T hard to find. Its on the beach side of the eatery. Just drive down soi loma from beach rd and you'll see the pink table tops.
Foods filling, Alright priced. Like most places in phuket, The staff make the restaurant and the...More"
rn241052249,"Reviewed November 22, 2014 ", Patong,WAI thai,"Been going to Patong every year for last 8 years. Discovered Wai Thai and eat there regularly during our trip there. Great food, awesome staff who are just so lovely. The only negative is I do love Pork, but obviously cant get it in any...More"
rn240702354,"Reviewed November 20, 2014 ", Patong,WAI thai,The seafood was fresh and delicious.It is a comfort to know the availability of halal food close to the main Patong Beach
rn236467266,"Reviewed October 26, 2014 ", Patong,WAI thai,"We ate here one night & the food was great, great place for sunset views & very cheap. I had red curry & Thai fish cakes excellent. Happy hour everynight they discount cocktails. Will definitely be back."
rn232622171,"Reviewed October 4, 2014 ", Patong,WAI thai,"Best restaurant in Patong, the staff where fantastic, the food even better and the view of the ocean the best. Each meal comes with complimentary fruit. The food was very cheap about 2-3 australian dollars for thai food (which i only had). No sickness or...More"
rn230951218,"Reviewed September 25, 2014 ", Patong,WAI thai,I saved this restaurant because of the ratings on trip advisor but it seems that it no longer exists due to the recent beach cleanup. What a shame. It would have been good in its day. What a disappointment to find so many places that...More
rn217179521,"Reviewed July 23, 2014 ", Patong,WAI thai,"Had lunch here. Pizzas and ice cold beer whilst watching the passing parade on Patong Beach-what a life. Pizzas were very good and so was the ice cold beer (softies for the kids, of course). Wish I was back there now :)"
rn206565688,"Reviewed May 21, 2014 ", Patong,WAI thai,"Walked from Bangla Road, took us about 15 mins. Not hard to find, just along Thaweewong road. Food was reasonably price and great ambience. We ordered a soup, mussells, beef fried rice, spring roll and 2 drinks. didnt really like the spring roll though theres...More"
rn206425846,"Reviewed May 20, 2014 ", Patong,WAI thai,"Previous reviewers of this restaurant have lower expectations than I do, I guess. I ate here twice and review it in the context of a budget eatery:
PROS - on the beach, nice sunset, excellent Thai menu (especially the fried red curry) and inexpensive. If...More"
rn203722422,"Reviewed May 2, 2014 ", Patong,WAI thai,"The staff were so welcoming like they understood we have a choice, unlike last night (we dined elsewhere and the service was terrible) . Very attentive here, food pretty good and reasonably priced. We felt like they really appreciated us dining there and cheekily said...More"
rn202772459,"Reviewed April 25, 2014 ", Patong,WAI thai,My family and I visited this place on advice from trip advisor. After walking through the markets for a couple pf hours. The sea breeze at wai Thai was as cool as the beer. Food was great and they cater for young kids which was...More
rn198905178,"Reviewed March 27, 2014 ", Patong,WAI thai,"This place is situated at the northern end of Patong beach, not the southern end as depicted in the map on TA. It is nothing fancy that's for sure. However, the beer is cold, cocktails tasty and the best spring rolls around. Recommend watching the...More"
rn196502483,"Reviewed March 7, 2014 ", Patong,WAI thai,"Went searching for this place after many recommendations on T/A. Very easy to find......on the beach. We arrived late in the afternoon in readiness for the sunset. Some cold beers, a creamy cocktail, spring rolls and satays were a good start to the night. The...More"
rn196384563,"Reviewed March 5, 2014 ", Patong,WAI thai,I went to this resto on 14th feb. After a long search for a nice place finally I found it. I had my perfect romantic date with my husband. Staff here is too friendly and helpful as one of them helped my hubby to get...More
rn195308132,"Reviewed February 25, 2014 ", Patong,WAI thai,"We have eaten here a number of times whilst in patong. The food is fantastic, and great value for money, and it is a great setup on the beach front.
My only gripe would be the sellers especially the girls selling flower necklaces, they are...More"
rn194591440,"Reviewed February 18, 2014 ", Patong,WAI thai,"We eat here every day because was so good. Thai food was excellent and cheap. Free style service but didn't bother me at all. Must try thai massaman soup- never eat anything better!!! -130 thb. Selection of pizza, europen food, thai food and much more....More"
rn194247179,"Reviewed February 16, 2014 ", Patong,WAI thai,"visited here in feb 2014, we had the chilli and garlic beef and sweet and sour chicken both were very tasty. service was good and friendly. value was fantasatic - 2 mains, steamed rice, 2 glasses of wine and a bottle of water for less...More"
rn193841084,"Reviewed February 11, 2014 ", Patong,WAI thai,"Nice restaurant directly on beach, serving very quickly from morning to Late evening.
We have visited many times, service and good was great every time.
A lot cheaper 1/2 -3/4 , than beach road seafood restuarants, but But Better and Fresh alltime.
Tip: If like...More"
rn190900858,"Reviewed January 14, 2014 ", Patong,WAI thai,"Opposite Patong Smile so while travelling companions had their teeth done spent many hours enjoying the great views, drinks and food at this top spot. North end of the beach at Patong so a little away from the madness."
rn188754480,"Reviewed December 27, 2013 ", Patong,WAI thai,I haven eaten here over 10 times during the last year and love the food. The staff are really friendly and always make me vegetarian food. Its also very cheap.
rn188480406,"Reviewed December 25, 2013 ", Patong,WAI thai,"Wriggle your toes in the sand while looking out over the water of Patong Beach. Get served by delightful young gentlemen serving fresh, cheap, tasty, Thai food. just how I imagined eating at Patong would be! Easy to find at the northern end. Walking along...More"
rn186586653,"Reviewed December 2, 2013 ", Patong,WAI thai,"Wai Thai Restaurant is one of the many restaurants that are in the Loma Park Complex on the beach road heading towards the northern end of Patong Beach. The staff are lovely, very happy and friendly; location is nice for dinner and for watching the...More"
rn186244643,"Reviewed November 29, 2013 ", Patong,WAI thai,Just walk along tbe beach till you see pink table cloths. Best thai curry in Phatong. Waiters are super friendly. Service is quick and sharp. But the best part must be the price. 130 bhart for thai green curry. And one big oke will feel...More
rn186155800,"Reviewed November 28, 2013 ", Patong,WAI thai,We ate dinner here for most of our stay in phuket. Out of all the restaurants we tried we both found WaiThai to be the best. the food here was always superb! The staff are very welcoming and the beachside location is great - even...More
rn186154768,"Reviewed November 28, 2013 ", Patong,WAI thai,"Great Thai food from a huge menu ,cheap cold drinks and fantastic service..But the best thing is the location,on a warm night, 20 mtrs from the water , your feet in the sand,kids playing on the beach, a cruise ship with lights ablaze off Patong...More"
rn184110237,"Reviewed November 8, 2013 ", Patong,WAI thai,We had dinner here and it was a nice night out. It is beach side so nice to watch the sunset from. food was good and the beer was cold so what more do you want? Definitely worth finding this one.
rn177979512,"Reviewed September 21, 2013 ", Patong,WAI thai,"We ate lunch here on a gorgeous hot day, authentic Thai dishes were freshly prepared while my son ordered a pizza. The Thai food arrived really quickly but there was a wait for the pizza. The wait was worth it as we watched the view...More"
rn177593183,"Reviewed September 17, 2013 ", Patong,WAI thai,"We ate here twice whilst in Patong, lunch and dinner. Beautiful food, service was excellent, great location, literally metres from the beach. Thai food is beautiful and authentic, i asked for medium hot on 2 dishes, and they were very, very hot! And i like...More"
rn173723727,"Reviewed August 23, 2013 ", Patong,WAI thai,"Trip advisor helps so much when you are in a new place looking for restaurant suggestions.
I went along to Wai Thai based on the reviews and I was not disappointed.
It was quiet and I took a table on the sand with a lovely...More"
rn173140553,"Reviewed August 20, 2013 ", Patong,WAI thai,This place is my girlfriends and I's favourite resturant to eat at in patong. From the outside it does not look much. But as soon as your food arrives all is forgotten. They have a huge menu of thai and western foods that come in...More
rn170394082,"Reviewed August 2, 2013 ", Patong,WAI thai,"We have just spent 2 weeks in Patong and were advised of this restaurant by friends who we were travelling with. As with all of the restaurants along the beach, the hawkers can become tiring, however all eating aspects of this place are great. It...More"
rn169269290,"Reviewed July 27, 2013 ", Patong,WAI thai,We spent our first meal on our recent visit to Phuket at Wai Thai and its was still good. We discovered 12 months ago on our last holiday and wasn't disappointed on our return this year. Food was was fresh and taste great. Cocktails were...More
rn168348177,"Reviewed July 20, 2013 ", Patong,WAI thai,"I was so pleased with the quality of the food here--it was so fresh and delicious! I would recommend ordering seafood. The fruit smoothies were freshly squeezed, the view is unbeatable, and the staff were friendly and efficient. They even gave me free fruit for...More"
rn168275098,"Reviewed July 20, 2013 ", Patong,WAI thai,"Right on the beach towards northern end, good food, good service and a lovely breeze. Would recommend this restaurant"
rn167483833,"Reviewed July 14, 2013 ", Patong,WAI thai,"We visited this restaurant twice during our trip and we were not disspointed.Cheap drinks, cheap meals and priceless location. We walked down the beach and enjoyed the atmosphere this restaurant can offer. Both night we had tables near the beach and we were served quickly...More"
rn162396146,"Reviewed May 30, 2013 ", Patong,WAI thai,"This is one of my favorite for tom yum soup and now that they have shifted from the roadside to beach front.
Nice pizza & deep fried squid italian style."
rn162354882,"Reviewed May 29, 2013 ", Patong,WAI thai,"The food here is excellent, we ate here many nights through out our holiday, great authentic food
and excellent service, staff where genuinely friendly and polite. the restaurant is always busy with customers which is a good sign. at night they put tables out on...More"
rn159541977,"Reviewed May 3, 2013 ", Patong,WAI thai,"For the record, we were staying at Salathai Resort and this was restaurant was on the beach at the end of our street, and we were on the way home from drinking on Bangala Rd, the staff were great, the location is great, the value...More"
rn581031356,Reviewed 2 days ago , Patong,Sabai Sabai,"In 1997, we were told of this place which is very popular with Australians. It is in the next lane to the hotel we stayed in at the time so we went for breakfast every day as well as lunch & dinner most days. People...More"
rn578227936,Reviewed 2 weeks ago , Patong,Sabai Sabai,It was kind tough to get here with the other dude on the street trying to lure you into his restaurant for some really crappy food. Very glad that we made it past him and to Sabai Sabai. We were met by a lovely women...More
rn570916360,"Reviewed April 3, 2018 ", Patong,Sabai Sabai,"Small restaurant in Patong beach. Owner not very freindly average menu , food ok .Located In alleyway Close to beach !"
rn568306901,"Reviewed March 23, 2018 ", Patong,Sabai Sabai,"I went here on my holiday upon recommendation and after reading all the reviews on here!
Unfortunately I was very disappointed. The service was AWFUL!!!!
I walked in & seated myself and politely said hello in Thai, a young waitress came over to my table,...More"
rn565380733,"Reviewed March 8, 2018 ", Patong,Sabai Sabai,This restaurant is very small and looks nothing BUT the food is great and the people are great. we would be back here in a wink. Best little place in town
rn565217353,"Reviewed March 8, 2018 ", Patong,Sabai Sabai,"This small restaurant is very close to the beach and has fantastic Thai food, at lower prices than the overpriced restaurants opposite the beach. Highly recommended."
rn564754604,"Reviewed March 5, 2018 ", Patong,Sabai Sabai,"Went there for lunch and the food tasted amazingly good, prices were very affordable and we had a great service. Definitely would go back"
rn561716391,"Reviewed February 20, 2018 ", Patong,Sabai Sabai,Walked in to get a table and was told really rudley WAIT A MINUTE without any eye contact and didn't care we walked straight out again!!!Never going again
rn561473934,"Reviewed February 19, 2018 ", Patong,Sabai Sabai,"Went for dinner based on reviews and the place did not disappoint. Food was fresh and delicious. We even met the red hair lady, lol.
Good option for breakfast anywhere from 130-300 THB. This place also accepts credit cards!?! Beer, 2 cokes, spring rolls, green...More"
rn561392824,"Reviewed February 18, 2018 ", Patong,Sabai Sabai,Tom Yum was one of the best Ive tasted. Just the right amount of tang and spicyness. Prices were cheap for Patong. We ate here almost everyday
rn560796426,"Reviewed February 16, 2018 ", Patong,Sabai Sabai,"visited on reading reviews and it was great,quick service,quality food and well priced!would definitely go back here!"
rn560654516,"Reviewed February 15, 2018 ", Patong,Sabai Sabai,"+ The food was great. The best Thai food we had during our trip. Very cheap as well. 3 of us order 6 main dishes, 3 drinks, 1 desserts. It only costs us 1005B. We were too full after all
- The only thing we...More"
rn560528766,"Reviewed February 14, 2018 ", Patong,Sabai Sabai,I was recommended Sabai Sabai Restaurant by my Taxi Driver Mr Ing as a place the locals eat at. It lived up to expectations and all meals were well priced of good quantity and great quality.
rn559503412,"Reviewed February 9, 2018 ", Patong,Sabai Sabai,"Large portions here too much really
Small place but very busy
Food slightly overpriced for type of place
Needs more air con
Worth a visit but not top of our list of places in Patong
Staff are not as friendly as in other eateries in...More"
rn558936582,"Reviewed February 6, 2018 ", Patong,Sabai Sabai,"We stopped at Sabai Sabai for a quick dinner and asked about vegetarian options. The manager told us that they could make a vegetable-only pad thai, but that they did not have tofu that day. She told us to return tomorrow and promised they would...More"
rn557672153,"Reviewed January 31, 2018 ", Patong,Sabai Sabai,We visited here Jan 2018 . We had 3 dinners here. The food was fresh tasty cooked quickly. It was really good value .
rn555766119,"Reviewed January 22, 2018 ", Patong,Sabai Sabai,"Green curry is perfect. Solid place, service and price. Location prime. Just go.. The real deal.
.
..."
rn555323247,"Reviewed January 21, 2018 ", Patong,Sabai Sabai,"Have eaten here a number of times over 10 years & never had a bad experience, Service is quick, prices ok & food great!"
rn553787412,"Reviewed January 14, 2018 ", Patong,Sabai Sabai,"Yet more lovely Thai food especially the seafood dishes, this is quite a small restaurant but the food is definitely big on taste. Well worth a visit."
rn553075449,"Reviewed January 10, 2018 ", Patong,Sabai Sabai,"We came to Sabai Sabai after it being recommended by a family member and I have to say, the food was good! The spring rolls were some of the best I’ve had and the Pad Thai was yummy and very cheap. Service was friendly but...More"
rn552859176,"Reviewed January 9, 2018 ", Patong,Sabai Sabai,"We have been going to Sabai Sabai for 10 years and absolutely nothing has changed in this time, including the menu, and I am exceptionally grateful for this.
Food is exactly the same every time - everything is fresh and delicious. So tasty.
Service is...More"
rn552576259,"Reviewed January 8, 2018 ", Patong,Sabai Sabai,"The food here was delicious and cheap, we especially loved the banana fritters for dessert (a must have!!). Unfortunately our server was extremely unwelcoming both times we came, but for a place with good cheap food we didn’t really care and still came back. Definitely...More"
rn551226768,"Reviewed January 3, 2018 ", Patong,Sabai Sabai,For about 20 years we visited also this year this small family restaurant. It is always nice that owner and staff remember you. This year it was during our (two) visits not so busy as usual. despite service and quality were still very good. In...More
rn550889040,"Reviewed January 2, 2018 ", Patong,Sabai Sabai,"Have visited this restaurant many times over the past 20 years. Absolutely love their satays. Today, however, the service was so poor that I will not be back.
Menu was basically thrown on the table and the only smile we got was when we paid...More"
rn550154522,"Reviewed December 30, 2017 ", Patong,Sabai Sabai,"My family and I visited Sabai Sabai three times and we enjoyed the best Thai food during our trip to Thailand.
The staff were really friendly and the lady who owns it is simply charming.
The restaurant although quite basic, it has really good quality...More"
rn550103307,"Reviewed December 29, 2017 ", Patong,Sabai Sabai,"Meet by lovely smiley lady , assume it was the owner, and shown to table for four of us.It was a busy night and lady was very accommodating when taking order for drinks and food.The food arrived delivered by younger staff lacking the normal smiles...More"
rn550073248,"Reviewed December 29, 2017 ", Patong,Sabai Sabai,"Went here on recommendation from FB group. What a nice surprise to find this place. It is in what seems to being a quiet street (a blessing from the madness of Patong Beach Road). It is a plain and quaint restaurant, but the food is...More"
rn549396395,"Reviewed December 26, 2017 ", Patong,Sabai Sabai,I looked up several of the top rated affordable restaurants in Patong and Sabi Sabi was my favorite. I walked past it once while looking for it but was glad once i found it. The younger staff was a bit indifferent but the older staff...More
rn548214695,"Reviewed December 20, 2017 ", Patong,Sabai Sabai,"“A hidden gem” as someone mentioned earlier. We went here two nights in a row, that great the food was. On the first night I tried the Panaeng curry with chicken - it packed a good amount of heat and all the flavors were well-balanced....More"
rn547841118,"Reviewed December 18, 2017 ", Patong,Sabai Sabai,Took the family here tonight. It’s tucked away down a side street but we had our Thai sim in our mobile that had free unlimited data so used the gps to find this little gem. Fast friendly service. Can’t stipulate just how fast it was...More
rn547750248,"Reviewed December 17, 2017 ", Patong,Sabai Sabai,At here everyday for breakfast while on vacation. The food was great. Especially the steak and eggs and French toast. Also the banana fritters was excellent. The waitress is quiet but don’t take that as her being rude. The pricing is cheap compared to the...More
rn547086934,"Reviewed December 13, 2017 ", Patong,Sabai Sabai,"We ate here twice while in Patong. I agree with other reviewers, the spring rolls are the best we had in thailaind! The service was mostly excellent. The food well priced and tasty. The restaraunt clean and inviting. The drinks cold and refreshing. Highly recommend"
rn545496225,"Reviewed December 6, 2017 ", Patong,Sabai Sabai,"We dropped in here after a recommendation from Miss We - yep awesome food well priced !
Would definitely recommend the satay and the green chicken curry !"
rn542579826,"Reviewed November 22, 2017 ", Patong,Sabai Sabai,"We loved Sabai Sabai, their food was amazing and so cheap!! Their spring rolls were amazing 100% recommend. We ate here more than once and were so upset when we went for dinner and they had no more spring rolls. But we got satay chicken...More"
rn542326702,"Reviewed November 20, 2017 ", Patong,Sabai Sabai,"Went here after having a look on trip advisor and couldn't be more happy that we went! My husband and I ended up going every day because we couldn't get enough of the delicious, fresh Thai food. It's a nice cheap meal as well!
Spring...More"
rn541740780,"Reviewed November 18, 2017 ", Patong,Sabai Sabai,"I came to this place as I saw it had a pretty good rating. I initially had pretty high hopes. However after ordering and starts to eat the basil chicken I ordered, I found some sort of beetle larve/maggot inbeded in my chicken. Now the...More"
rn539304598,"Reviewed November 7, 2017 ", Patong,Sabai Sabai,"An OK restaurant. The food was OK but not mindblowing but the service was not really nice, not a single smile."
rn538981897,"Reviewed November 6, 2017 ", Patong,Sabai Sabai,"6 of the people ate here for dinner and we were impressed, the elderly manager made sure our table was ready on time. Meals were varied but we all agreed we would eat there again."
rn537057355,"Reviewed October 30, 2017 ", Patong,Sabai Sabai,This is the best food in Thailand fresh fast and tasty service is very friendly try the satay chicken and pineapple rice and it is very cheap
rn534343846,"Reviewed October 19, 2017 ", Patong,Sabai Sabai,Best value for money offering in Patong whether for a snack or full meal. Squid salad is a must for the chilli lovers and faint hearted.
rn534205648,"Reviewed October 18, 2017 ", Patong,Sabai Sabai,"For an entree, 2 mains and 2 soft drinks less than 500 THB. Great tasting food, lovely and prompt sevice and left very full :)"
rn531897824,"Reviewed October 11, 2017 ", Patong,Sabai Sabai,"Quick, friendly service. Good quality food for very cheap. I definitely recommend ordering the spring rolls!"
rn531284802,"Reviewed October 9, 2017 ", Patong,Sabai Sabai,Food was ok (honestly we may have just chosen bad dishes). The fish I had was overcooked and the shrimp salad my friend had was ok. The spring rolls were pretty good but not better than anywhere else. If you see this place as your...More
rn530869241,"Reviewed October 7, 2017 ", Patong,Sabai Sabai,Went here based on TripAdvisor and a few locals recommended it as well. Got in nice and early and found a table easily even though it's quite small. Language barrier was evident but ordered without any real problems. Food came out quickly and was some...More
rn530675714,"Reviewed October 6, 2017 ", Patong,Sabai Sabai,"Green curry was superb, first came here in 2004 and is still one of the best quality and value for money restaurants going around"
rn528169123,"Reviewed September 28, 2017 ", Patong,Sabai Sabai,"We went to Sabai Sabai on our first night in Phuket. It was convenient as we were shopping nearby. Looked decent so we decided to give it a try.
We had the Pad Thai, pineapple fried rice and the prawns in a tamarind sauce. Overall...More"
rn524352479,"Reviewed September 14, 2017 ", Patong,Sabai Sabai,"Absolutely disgusting. Ordered the duck which was chewy and had the most disgusting flavour, over crowded and too many staff."
rn524201801,"Reviewed September 13, 2017 ", Patong,Sabai Sabai,Been coming here for well over 25 years now and decided to rate it this time around. Place has physically NOT changed over the years nor have the menu selections. Still the same selections from when I came here the first time. Actually hard for...More
rn522459523,"Reviewed September 7, 2017 ", Patong,Sabai Sabai,"Spring rolls are the best. Had 3 main meals, one desert, 2 drinks and spring rolls cost $31 Aus. Good value. Fast service and friendly. I don't eat spicy food but you can get spicy if that's your taste. Highly recommend and would go back...More"
rn522452996,"Reviewed September 7, 2017 ", Patong,Sabai Sabai,"The food at Sabai Sabai is always fresh, cheap and delicious. They have a couple of vegetarian options which are super tasty. This is our go to when in Patong if you want a quick delicious meal at a great price."
rn522430395,"Reviewed September 7, 2017 ", Patong,Sabai Sabai,This restaurant has really good Thai food at excellent prices. The Pad Thai was only 105 Bhat and was really good. I will recommend this restaurant if you want something authentic at a good price.
rn517850359,"Reviewed August 26, 2017 ", Patong,Sabai Sabai,"Sabai Sabai is a fantastic family restaurant located in one of the alleys perpendicular to the famous Patong Beach, it is not difficult.
The restaurant maintains a homely decor but retains a family restaurant look. The place is well ventilated.
Ordering 1 noodle, 1 curry,...More"
rn513038090,"Reviewed August 15, 2017 ", Patong,Sabai Sabai,"Return visitor and on most recent trip again ate at Sabai Sabai.
As usual the service is friendly and fast and the foot honest authentic and tasty Thai.
Spring Rolls are fantastic
Pad Thai - partner loved and at 105 Baht!
My spicy green curry...More"
rn512585112,"Reviewed August 14, 2017 ", Patong,Sabai Sabai,We had a few massages at this place. Loved the girls and the massages were good. Very clean and the girls knew what they were doing. Lots of laughs.
rn512456475,"Reviewed August 13, 2017 ", Patong,Sabai Sabai,"My partner says he doesn't care if he never eats another meal again after he had the thai green curry chicken from here, he says it was hands down the best hes ever had in his life.
Foods authentic, the price is right, can't wait...More"
rn508342364,"Reviewed August 3, 2017 ", Patong,Sabai Sabai,"Sabai Sabai serves authentic Thai food, the range is traditional as in other restaurants, but they have reasonable prices and the serving is fast and the portions reasonable, rice as an accessory is not needed as you get well fed up. Absolut a place to...More"
rn508243819,"Reviewed August 2, 2017 ", Patong,Sabai Sabai,We stayed in Patong for 2 weeks and ate at Sabai Sabai about 5 times. The food was delicious and very cheap. We asked our Taxi driver about it and he says the restaurant has been in the family for years. He also said that...More
rn507950972,"Reviewed August 1, 2017 ", Patong,Sabai Sabai,"In the midst of all of the super-touristy, large, overpriced restaurants of Patong Beach, Sabai Sabai is a wonderful oasis of simple, delicious, cheap, Thai food! I ate here twice, on two consecutive nights. It is nothing fancy, but if you just want some basic...More"
rn506080387,"Reviewed July 27, 2017 ", Patong,Sabai Sabai,"If you are looking to see what a smaller restaurant is like, this is a pretty safe choice. Just off the seaside road (up a small side street on the right when turning from the ocean), it is not air conditioned and fairly small.
Food...More"
rn505756387,"Reviewed July 26, 2017 ", Patong,Sabai Sabai,"Apart from the amazing Thai food and awesome, super friendly service we were served the coldest beer whilst on holiday in Phuket. Pad Thai for 100 Baht is a bargain. We stayed at the other end of Patong beach but the trip down to Sabai...More"
rn505743196,"Reviewed July 26, 2017 ", Patong,Sabai Sabai,Ordered the Spring Rolls and Clear Noodle w Pork and Prawn salad. All were delicious and portion size was fantastic. Staff were friendly and the price of the entire meal was great!!
rn502378336,"Reviewed July 15, 2017 ", Patong,Sabai Sabai,"We stayed in Patong for 9 nights, I think we are at Sabi Sabi 6 times. The Penang curry was the best I have eaten.
The service was fast, food great.
My wife ate the red & green curries & also rates them as one...More"
rn500196183,"Reviewed July 10, 2017 ", Patong,Sabai Sabai,I come back to this place each and every time I visit Patong! Food is delicious and VERY well priced. Pad Thai for only 105THB and their Green Chicken Curry is delicious
rn495775774,"Reviewed June 24, 2017 ", Patong,Sabai Sabai,"After realizing that things were a bit more expensive in Phuket than we expected, we searched for smaller restaurants with good reviews and cheap prices. This one was spot on! Great food. Very cheap! I got fried rice, sweet and sour pork, and corn soup...More"
rn495608823,"Reviewed June 24, 2017 ", Patong,Sabai Sabai,We visited with our 2 young kids on recomendation from a friend. Although the restaurant is small the thai food was AMAZING! Well done. We will be visiting again before we go home.
rn494817853,"Reviewed June 21, 2017 ", Patong,Sabai Sabai,"Have been twice in 3 days. Food is just wonderful & cheap! Seems to be a nice family business, staff are all very sweet and very attentive. Great service!
Chicken Pad Thai & Prawn Pad See Eew have not disappointed us. It is a must...More"
rn493916128,"Reviewed June 18, 2017 ", Patong,Sabai Sabai,"We have travelled to Patong may times and this is without doubt our favourite place to eat. always fresh, always tasty and always friendly."
rn493289804,"Reviewed June 15, 2017 ", Patong,Sabai Sabai,Had the green curry - amazing. Hubby had the spring rolls and pad Thai - which was good. One of our friends choked on a chilli and the staff couldn't do enough for her. Thank you!!
rn491855908,"Reviewed June 9, 2017 ", Patong,Sabai Sabai,"Beautiful fresh food. Chicken skewers and the satay sauce was amazing.
It's cheap as chips and the service is friendly. Only gripe I have is the wine is watered down."
rn490531077,"Reviewed June 4, 2017 ", Patong,Sabai Sabai,"We stopped here for a quick bite to eat for breakfast. It had reasonable prices for the area. The ""American breakfast"" I had was good food and value, but my wife wasn't too pleased with her French toast. All in all, it's a good alternative...More"
rn489544283,"Reviewed June 1, 2017 ", Patong,Sabai Sabai,"Really delicious food, the pad thai in particular and ginger chicken was lovely. The staff were really lovely to our toddler who was ready to go home. They really made an extra effort with him and they were just wonderful. Would recommend as a lace...More"
rn489077875,"Reviewed May 30, 2017 ", Patong,Sabai Sabai,"Dom yum soup is super spicy but the spice comes after you drink it.
Green curry sweet and not spicy.
Beef noodle soup with clear noodle has lots sprouts and lots of beef.
Egg with onion was
Last not the least, I can eat 5...More"
rn488615417,"Reviewed May 28, 2017 ", Patong,Sabai Sabai,This place has been here since forever and not surprisingly. Food is freshly cooked and always excellent.
rn487529001,"Reviewed May 24, 2017 ", Patong,Sabai Sabai,"Walked in off the street just after lunchtime,
No one greet us
No one said hi
Waitress didn't say a word just threw the menu down onto table and walked off.
I looked at my partner and said what's her problem.
We said stuff this...More"
rn487208815,"Reviewed May 23, 2017 ", Patong,Sabai Sabai,"I have been to this place a few times in the past and its been fine for both Thai food and breakfasts.
Returning with my wife we had very surly service. All dishes were bland and too sweet and one totally wrong. We told the...More"
rn486676541,"Reviewed May 22, 2017 ", Patong,Sabai Sabai,"I had eaten here with friends on our last visit to Thailand and wanted to eat here again so my partner could enjoy the delicious Thai food available here.
For lunch we ordered chicken sate, pork fried rice and stir fried mixed vegetables. More than...More"
rn485877179,"Reviewed May 20, 2017 ", Patong,Sabai Sabai,"We stumbled across this place on our first night and it's a winner.delicious Thai food. Run by a local family who wander out from the kitchen in quaint aprons when not busy to have a chat.spring rolls, curry , rice and bottled water for 2...More"
rn485781993,"Reviewed May 19, 2017 ", Patong,Sabai Sabai,Great American breakfast! They have whole wheat bread and bacon! You don't always find a breakfast place that has both! Good breakfast for it's price! 150Baht for the American breakfast. Highly recommend this place!
rn485547985,"Reviewed May 19, 2017 ", Patong,Sabai Sabai,"We were recommended this restaurant and Im glad we went. The food was fantastic, served really quick and at a really great price. We were a group of 10, the lovely staff made room for us and made the night great.
We wanted a beer...More"
rn485222056,"Reviewed May 18, 2017 ", Patong,Sabai Sabai,"Although the restaurant is tricky to find, it will be well worth the effort. The staff are very accomodating and the food is awesome, yet not at all expensive."
rn485164921,"Reviewed May 17, 2017 ", Patong,Sabai Sabai,"This came highly recommended from our Thai friend Miss We - and it didn't disappoint! Food came quickly, great size servings, and cheap. Best Thai food we tasted in Patong! Particularly recommended the chicken and ginger or cashew and any of the curries."
rn484582000,"Reviewed May 16, 2017 ", Patong,Sabai Sabai,"The Thai food there was really good in taste with reasonable price. Their Phad Thai and green curry are highly recommended.
But I want to suggest they should add the English/Thai translation to their Japanese menu, otherwise it's meaningless as the local staff couldn't figure...More"
rn484312000,"Reviewed May 15, 2017 ", Patong,Sabai Sabai,"very small shop ,not cozy place but delicious ,amazing taste of thai food ,good chef but rude waitress."
rn484009775,"Reviewed May 13, 2017 ", Patong,Sabai Sabai,Love this place. Amazing authentic thai food. Very cheap prices. Trust me dont let the appearance of the restaurant stop you as it is not fancy. If you go once you will definately go again
rn483996594,"Reviewed May 13, 2017 ", Patong,Sabai Sabai,"After reading reviews on Trip Adviser, we searched for this small restaurant. Two of the dishes were returned, Tom Yong soup was cold and felt it was diluted with water with a couple of ingredients swimming in it. It was returned! One of the curry...More"
rn483989928,"Reviewed May 13, 2017 ", Patong,Sabai Sabai,"value for money, but nothing startling as far as food goes. service was good. always busy so sometimes had to wait for a table"
rn481743602,"Reviewed May 4, 2017 ", Patong,Sabai Sabai,This place is fabulous and caters for everyone. You can be eating a delicious massaman curry while the kids are happily eating a cheese burger. The staff are super friendly and efficient. The staff speak English very well and have enough understanding to cater for...More
rn472305691,"Reviewed April 3, 2017 ", Patong,Sabai Sabai,"If it's all about the food, then this is your place for Thai Food. For an evening out, romantic dinner, place to propose, then this is not your place. It is great authentic Thai food, eat and move on after and go relax somewhere else....More"
rn471656801,"Reviewed March 31, 2017 ", Patong,Sabai Sabai,"Highly recommended place to have lovely local food
Try green curry and prawn
Don't miss this place
Lovely team I think all family member
Very polite
Very clean
Very tasty food
Very good price comparing with food quality"
